sim,PU,PSWU,xt_opt,cost
159,26.973748646751986,55.419479234676274,0.04999999851731072,-3.980899650915396
160,31.521367304523807,78.7716781427733,0.04999999851731072,-6.453203163556609
161,28.98050808514454,74.03194660258848,0.04999999851731072,-6.140010062578753
162,32.63680233351661,66.58300974810928,0.04999999851731072,-4.756040275281332
163,24.711026124563222,73.37097587468686,0.04999999851731072,-6.552751860981716
164,27.9759304906408,65.1292349229205,0.04999999851731072,-5.112476366496107
165,32.48790615966983,62.686510513492,0.04999999851731072,-4.2724152280704
166,37.49715950272249,70.28448940406263,0.007110000129997521,-1.0929187882959156e10
167,32.34256897660693,67.23226388366399,0.04999999851731072,-4.873817472449691
168,35.26435207031709,63.96760631674243,0.007110000129997521,-1.027839801052691e10
169,28.874365487932305,71.62348248059159,0.04999999851731072,-5.84272143243885
170,28.380541584013848,74.41093141720687,0.04999999851731072,-6.258679568468102
171,30.37994915463952,73.8699795909095,0.04999999851731072,-5.956042540494137
172,38.207774629526696,77.85019071441695,0.04999999851731072,-5.55524210192578
173,25.585071643735024,65.04404287261659,0.04999999851731072,-5.380242778795419
174,28.617211898825165,66.40231377769898,0.04999999851731072,-5.201400568391177
175,20.098192755391857,64.81162842768995,0.04999999851731072,-5.99000596211676
176,30.508831934775298,78.12204962848095,0.04999999851731072,-6.487717349422832
177,33.18233054802546,69.82349582054016,0.04999999851731072,-5.109081741838758
178,31.60497702666218,69.23323283181695,0.04999999851731072,-5.217073659053042
179,31.700752413487486,64.73776489087787,0.04999999851731072,-4.627914520406679
180,33.19380981982459,77.86178761071561,0.04999999851731072,-6.141247425065341
181,30.88338512022566,69.90299675877856,0.04999999851731072,-5.387308141823635
182,31.203601176777276,66.04275796894633,0.04999999851731072,-4.853657374962054
183,35.43482820459059,69.31879856058279,0.04999999851731072,-4.781601508151766
184,26.238379858593024,60.63528189513882,0.04999999851731072,-4.737236128482488
185,28.552951567483472,71.29614635690454,0.04999999851731072,-5.83810453709205
186,26.867370950149592,61.53583731224871,0.04999999851731072,-4.7796968027414195
187,25.167400993861094,62.43277694408406,0.04999999851731072,-5.09319648424302
188,26.796538218188548,70.48358713419994,0.04999999851731072,-5.938389558380134
189,32.62888197748283,77.88189626649685,0.04999999851731072,-6.2096905868702965
190,31.968308449684628,72.29128362374533,0.04999999851731072,-5.567898953886385
191,30.121252594799675,66.85267402320798,0.04999999851731072,-5.083967603010597
192,38.24483566164881,80.98517101810808,0.04999999851731072,-5.9539941307356345
193,33.14490180101728,75.16842653346473,0.04999999851731072,-5.800656608332943
194,28.652556424849468,71.48966183704532,0.04999999851731072,-5.851373660052897
195,32.367894268899526,76.11564042105688,0.04999999851731072,-6.013023749867387
196,29.33503442317302,62.429596500869586,0.04999999851731072,-4.60693627973228
197,30.11509163934482,70.22788450317702,0.04999999851731072,-5.5186453460024785
198,39.64083862600243,77.97977326513357,0.04999999851731072,-5.404840190243299
199,19.53347990062316,56.97093488056255,0.04999999851731072,-5.047740449937294
200,33.81033539270815,78.08321339344538,0.04999999851731072,-6.0978438468496385
201,25.644962399187385,62.79761764869502,0.04999999851731072,-5.084432194304364
202,35.515978734684374,73.80336519492673,0.04999999851731072,-5.348733499042445
203,34.37637103382988,77.71899342778755,0.04999999851731072,-5.985028262364197
204,34.42489218651047,79.84064491718581,0.04999999851731072,-6.252158002806996
205,31.64405283367092,67.06887809841847,0.04999999851731072,-4.9342416388396355
206,31.39789699666243,77.29557536445243,0.04999999851731072,-6.277810652857635
207,25.015692978201,71.31942939000344,0.04999999851731072,-6.253462011674168
208,34.32672411876912,80.25149460828624,0.04999999851731072,-6.316426171502154
209,30.218011784302046,73.94077450714326,0.04999999851731072,-5.9840230404047805
210,29.09693431391338,66.39041363993991,0.04999999851731072,-5.143945812180892
211,28.759613001400226,73.03399356683218,0.04999999851731072,-6.037452010822299
212,32.12098920652643,72.31695449990582,0.04999999851731072,-5.5534004203180185
213,31.21829575860758,72.8583428792675,0.04999999851731072,-5.7282416493928565
214,31.19590831772293,73.63839168575149,0.04999999851731072,-5.831144402618927
215,26.82666530267561,58.30757056807785,0.04999999851731072,-4.36937557497643
216,28.374136894962202,71.6790105113309,0.04999999851731072,-5.9081760933955945
217,32.12446819159011,73.9578145325847,0.04999999851731072,-5.763964455759625
218,32.5866896930818,80.56292412556765,0.04999999851731072,-6.559315913687147
219,23.423362596734556,73.12962648217679,0.04999999851731072,-6.6718332333138495
220,39.066959827659694,68.9188763176747,0.007110000129997521,-1.1386733027584318e10
221,27.833465165315403,64.0676019342858,0.04999999851731072,-4.9925876926199315
222,28.17693117136211,59.75778988646449,0.04999999851731072,-4.398423717169547
223,30.893453504499046,83.37939289409073,0.04999999851731072,-7.118829402344989
224,32.30557037224203,63.44510825441567,0.04999999851731072,-4.391206302491771
225,35.1760012470785,78.84075938748653,0.04999999851731072,-6.036037905269544
226,31.775529667223424,82.77546745386512,0.04999999851731072,-6.938351128699894
227,31.02466843051123,71.70403444101358,0.04999999851731072,-5.6024017800695365
228,32.73952905973464,72.02988629789462,0.04999999851731072,-5.444383639855822
229,30.670947264797626,74.43412254011398,0.04999999851731072,-5.994652091925544
230,29.723551666218327,70.44949229224017,0.04999999851731072,-5.592782688270546
231,35.00729831536185,71.15825108945411,0.04999999851731072,-5.067944926664484
232,30.290047654528262,68.68566084002795,0.04999999851731072,-5.299961779509694
233,33.134728749459704,59.94168924460624,0.007110000129997521,-9.657682903098291e9
234,31.006262974071177,71.60324187404817,0.04999999851731072,-5.591588277487078
235,27.59980641091856,71.39418376665976,0.04999999851731072,-5.961824510620602
236,20.973099662651084,72.23895633548408,0.04999999851731072,-6.8429624152542745
237,27.973143342228894,72.86608574890079,0.04999999851731072,-6.107548147756068
238,30.67262943148787,66.6193867428186,0.04999999851731072,-4.9896952547890105
239,36.71702772161718,75.80270767769619,0.04999999851731072,-5.465779117856071
240,32.24409093733058,79.27230007523131,0.04999999851731072,-6.433316275461001
241,29.089717720953086,66.52943615403292,0.04999999851731072,-5.162661585976037
242,31.334552413217484,64.78174495771125,0.04999999851731072,-4.67625974373718
